Transaction Date,Account,Transaction Description,Counterparty,Amount $,Credit/Debit,Opposite Account Number,Country,FATF Country Risk Rating
2022-04-12,123457,Cash Out,,4562.17,Debit,,,
2022-04-12,123457,International Wire In,Deere & Company,831.79,Credit,,India,Medium
2022-04-12,123457,International Wire Out,Xylem,8736.65,Credit,,China,Medium
2022-04-12,123457,Domestic Wire Out,Emerson Electric,5014.8,Debit,,,
2022-04-12,123457,Domestic Wire In,Rockwell Automation,7190.87,Credit,,,
2022-04-12,123457,International Wire In,Deere & Company,9430.93,Credit,,China,High
2022-04-12,123457,Internal Transfer In,,3904.3,Credit,,,
2022-04-12,123457,Cash In,,7061.17,Credit,,,
2022-04-12,123457,International Wire In,Illinois Tool Works,4107.28,Credit,,China,Medium
2022-04-12,123457,Cash In,,1369.56,Credit,,,
2022-04-12,123457,ACH Out,Rockwell Automation,3615.57,Debit,,,
2022-04-12,123457,International Wire Out,Ingersoll Rand,4588.47,Credit,,India,Medium
2022-04-12,123457,Domestic Wire Out,Caterpillar,8111.51,Debit,,,
2022-04-12,123457,Cash Out,,9285.74,Debit,,,
2022-04-13,123456,Internal Transfer Out,,1147.62,Credit,123457,,
2022-04-13,123457,International Wire In,Deere & Company,4925.22,Credit,,India,Medium
2022-04-13,123457,Cash In,,4686.77,Credit,,,
2022-04-13,123457,ACH Out,Illinois Tool Works,6756.88,Debit,,,
2022-04-13,123456,Internal Transfer Out,,2654.75,Credit,123457,,
2022-04-13,123457,Cash Out,,4899.17,Debit,,,
2022-04-13,123457,Domestic Wire Out,Illinois Tool Works,8420.0,Debit,,,
2022-04-13,123457,Internal Transfer In,,8214.22,Credit,,,
2022-04-13,123457,Cash Out,,7791.36,Debit,,,
2022-04-13,123456,Internal Transfer Out,,2552.04,Credit,123457,,
2022-04-13,123457,International Wire In,Eaton,6420.76,Credit,,USA,Low
2022-04-13,123457,International Wire Out,General Electric,4753.99,Credit,,USA,Low
2022-04-13,123457,International Wire Out,Johnson Controls,7862.71,Credit,,China,Low
2022-04-13,123456,Internal Transfer Out,,9020.88,Credit,123457,,
2022-04-13,123457,Cash In,,2081.46,Credit,,,
2022-04-13,123457,Cash Out,,8051.98,Debit,,,
2022-04-13,123457,ACH Out,Honeywell,5617.88,Debit,,,
2022-04-13,123457,International Wire Out,Parker-Hannifin,9491.06,Credit,,USA,High
2022-04-13,123457,International Wire Out,Ingersoll Rand,2740.54,Credit,,India,High
2022-04-13,123457,Internal Transfer In,,9458.45,Credit,,,
2022-04-13,123457,Domestic Wire Out,General Electric,8134.75,Debit,,,
2022-04-13,123457,Cash In,,2489.96,Credit,,,
2022-04-13,123457,Internal Transfer In,,2780.52,Credit,,,
2022-04-13,123457,ACH Out,Cummins,6556.44,Debit,,,
2022-04-13,123457,Cash Out,,3758.13,Debit,,,
2022-04-13,123457,ACH In,ABB,5874.36,Credit,,,
2022-04-13,123457,International Wire In,Deere & Company,7003.66,Credit,,India,Low
2022-04-13,123457,Cash In,,8633.3,Credit,,,
2022-04-13,123456,Internal Transfer Out,,8537.02,Credit,123457,,
2022-04-13,123457,ACH In,Eaton,2528.46,Credit,,,
2022-04-13,123457,ACH In,General Electric,5053.93,Credit,,,
2022-04-13,123457,International Wire In,Illinois Tool Works,6532.87,Credit,,India,Medium
2022-04-13,123457,International Wire Out,Rockwell Automation,8508.72,Credit,,USA,High
2022-04-13,123457,Cash In,,3208.3,Credit,,,
2022-04-13,123457,Cash In,,1269.55,Credit,,,
2022-04-13,123457,Cash Out,,4507.68,Debit,,,
2022-04-13,123457,International Wire Out,Ingersoll Rand,6102.65,Credit,,India,Low
2022-04-13,123457,International Wire Out,Ingersoll Rand,7970.98,Credit,,India,Medium
2022-04-13,123457,Internal Transfer In,,7285.42,Credit,,,
2022-04-13,123457,Cash In,,991.12,Credit,,,
2022-04-13,123456,Internal Transfer Out,,3822.77,Credit,123457,,
2022-04-13,123457,Domestic Wire In,Danaher,8310.89,Credit,,,
2022-04-13,123457,Cash In,,5900.93,Credit,,,
2022-04-13,123457,Cash In,,4186.48,Credit,,,
2022-04-13,123457,Cash Out,,5487.17,Debit,,,
2022-04-13,123457,Domestic Wire In,ITT Inc.,5164.02,Credit,,,
2022-04-13,123457,Internal Transfer In,,2769.36,Credit,,,
2022-04-13,123457,International Wire In,Cummins,2528.48,Credit,,China,High
2022-04-13,123457,Cash Out,,3499.24,Debit,,,
2022-04-13,123457,ACH In,Cummins,319.18,Credit,,,
2022-04-13,123457,Domestic Wire In,Caterpillar,6643.34,Credit,,,
2022-04-13,123457,International Wire Out,3M,6708.12,Credit,,China,Low
2022-04-13,123457,International Wire Out,Deere & Company,7442.06,Credit,,USA,Low
2022-04-13,123457,ACH Out,Deere & Company,5002.75,Debit,,,
2022-04-13,123457,Internal Transfer In,,2124.55,Credit,,,
2022-04-13,123457,ACH Out,3M,4568.24,Debit,,,
2022-04-13,123457,Cash Out,,1499.31,Debit,,,
2022-04-13,123457,Internal Transfer In,,637.59,Credit,,,
2022-04-13,123456,Internal Transfer Out,,4105.87,Credit,123457,,
2022-04-13,123457,Domestic Wire In,Illinois Tool Works,7608.82,Credit,,,
2022-04-13,123457,International Wire Out,Caterpillar,6128.3,Credit,,India,Medium
2022-04-13,123457,Internal Transfer In,,111.1,Credit,,,
2022-04-13,123457,International Wire Out,Caterpillar,2264.16,Credit,,India,Low
2022-04-13,123457,Cash In,,892.4,Credit,,,
2022-04-13,123457,ACH Out,Siemens,2967.34,Debit,,,
2022-04-13,123457,Internal Transfer In,,1396.92,Credit,,,
2022-04-13,123457,Internal Transfer In,,8672.4,Credit,,,
2022-04-13,123457,International Wire In,Ingersoll Rand,3571.61,Credit,,India,High
2022-04-13,123456,Internal Transfer Out,,4407.62,Credit,123457,,
2022-04-13,123457,Domestic Wire In,3M,9609.51,Credit,,,
2022-04-13,123457,ACH In,Dover Corporation,4698.64,Credit,,,
2022-04-13,123457,ACH In,Eaton,1371.77,Credit,,,
2022-04-13,123456,Internal Transfer Out,,8955.21,Credit,123457,,
2022-04-13,123457,International Wire In,Honeywell,3551.61,Credit,,USA,Low
2022-04-13,123457,Domestic Wire In,Danaher,6659.54,Credit,,,
2022-04-13,123457,Domestic Wire In,Danaher,1745.29,Credit,,,
2022-04-13,123457,Internal Transfer In,,9999.84,Credit,,,
2022-04-13,123457,ACH In,Xylem,2421.68,Credit,,,
2022-04-13,123457,ACH In,Cummins,1541.46,Credit,,,
2022-04-13,123457,Domestic Wire Out,Rockwell Automation,2402.01,Debit,,,
2022-04-13,123456,Internal Transfer Out,,554.6,Credit,123457,,
2022-04-13,123457,Cash Out,,443.36,Debit,,,
2022-04-13,123457,ACH Out,General Electric,2485.38,Debit,,,
2022-04-13,123457,ACH In,Illinois Tool Works,4559.28,Credit,,,
2022-04-13,123456,Internal Transfer Out,,5864.9,Credit,123457,,
2022-04-13,123457,ACH Out,Caterpillar,3559.36,Debit,,,
2022-04-13,123456,Internal Transfer Out,,9288.75,Credit,123457,,
2022-04-13,123456,Internal Transfer Out,,3195.1,Credit,123457,,
2022-04-13,123456,Internal Transfer Out,,9640.31,Credit,123457,,
2022-04-13,123456,Internal Transfer Out,,8703.08,Credit,123457,,
2022-04-13,123457,Cash Out,,5338.07,Debit,,,
2022-04-13,123457,Domestic Wire In,ITT Inc.,1353.86,Credit,,,
2022-04-13,123457,Domestic Wire Out,Rockwell Automation,5658.74,Debit,,,
2022-04-13,123457,Cash Out,,8706.48,Debit,,,
2022-04-13,123457,Domestic Wire In,Dover Corporation,2918.18,Credit,,,
2022-04-13,123457,Cash Out,,1406.89,Debit,,,
2022-04-13,123456,Internal Transfer Out,,2725.94,Credit,123457,,
2022-04-13,123457,Domestic Wire In,Deere & Company,4796.36,Credit,,,
2022-04-13,123456,Internal Transfer Out,,2119.56,Credit,123457,,
2022-04-13,123457,International Wire Out,ITT Inc.,8191.91,Credit,,China,High
2022-04-14,123457,Domestic Wire Out,Danaher,3467.5,Debit,,,
2022-04-14,123457,ACH In,Xylem,9314.49,Credit,,,
2022-04-14,123457,ACH In,Dover Corporation,8264.1,Credit,,,
2022-04-14,123457,Domestic Wire In,Schneider Electric,9919.65,Credit,,,
2022-04-14,123457,Cash Out,,5839.03,Debit,,,
2022-04-14,123457,Domestic Wire Out,Eaton,6870.47,Debit,,,
2022-04-14,123457,International Wire In,Honeywell,2653.67,Credit,,China,High
2022-04-14,123457,Internal Transfer In,,5354.96,Credit,,,
2022-04-14,123457,Domestic Wire In,Illinois Tool Works,313.09,Credit,,,
2022-04-14,123457,Cash Out,,3983.98,Debit,,,
2022-04-14,123456,Internal Transfer Out,,6955.4,Credit,123457,,
2022-04-14,123456,Internal Transfer Out,,8010.2,Credit,123457,,
2022-04-14,123457,Internal Transfer In,,6508.14,Credit,,,
2022-04-14,123456,Internal Transfer Out,,3754.52,Credit,123457,,
2022-04-14,123457,Domestic Wire Out,Xylem,1671.88,Debit,,,
2022-04-14,123457,ACH Out,ABB,8240.74,Debit,,,
2022-04-14,123457,Internal Transfer In,,6780.74,Credit,,,
2022-04-14,123456,Internal Transfer Out,,5038.02,Credit,123457,,
2022-04-14,123457,Cash In,,6585.02,Credit,,,
2022-04-14,123457,ACH In,Eaton,9502.19,Credit,,,
2022-04-14,123457,Domestic Wire In,Xylem,3441.0,Credit,,,
2022-04-14,123457,International Wire In,Eaton,2043.98,Credit,,China,Low
2022-04-14,123457,Internal Transfer In,,6113.06,Credit,,,
2022-04-14,123457,International Wire Out,Johnson Controls,2525.14,Credit,,China,Low
2022-04-14,123457,Domestic Wire In,ABB,4035.87,Credit,,,
2022-04-14,123457,Cash Out,,7135.28,Debit,,,
2022-04-14,123457,Domestic Wire In,Cummins,4300.52,Credit,,,
2022-04-14,123457,International Wire In,Siemens,7779.97,Credit,,India,High
2022-04-14,123457,International Wire Out,Parker-Hannifin,502.26,Credit,,USA,Low
2022-04-14,123457,Domestic Wire In,Danaher,4660.38,Credit,,,
2022-04-14,123457,International Wire In,Deere & Company,8345.61,Credit,,USA,Low
2022-04-14,123457,Domestic Wire In,Ingersoll Rand,7293.77,Credit,,,
2022-04-14,123457,International Wire Out,ABB,9620.91,Credit,,USA,Low
2022-04-14,123457,ACH In,Caterpillar,3724.52,Credit,,,
2022-04-14,123457,International Wire In,Emerson Electric,7159.55,Credit,,India,High
2022-04-14,123456,Internal Transfer Out,,2417.55,Credit,123457,,
2022-04-14,123457,Domestic Wire Out,Schneider Electric,4035.04,Debit,,,
2022-04-14,123456,Internal Transfer Out,,1346.0,Credit,123457,,
2022-04-14,123457,International Wire Out,Ingersoll Rand,3811.74,Credit,,India,High
2022-04-14,123457,Internal Transfer In,,5842.02,Credit,,,
2022-04-14,123457,International Wire Out,Siemens,8436.51,Credit,,China,Medium
2022-04-14,123457,Domestic Wire In,Siemens,8964.05,Credit,,,
2022-04-14,123457,ACH Out,Danaher,3516.04,Debit,,,
2022-04-14,123457,Cash In,,5605.69,Credit,,,
2022-04-14,123457,ACH Out,Dover Corporation,3025.84,Debit,,,
2022-04-14,123457,International Wire In,Rockwell Automation,268.8,Credit,,China,High
2022-04-14,123457,Internal Transfer In,,3825.52,Credit,,,
2022-04-14,123457,Internal Transfer In,,9844.86,Credit,,,
2022-04-14,123457,Internal Transfer In,,9802.86,Credit,,,
2022-04-14,123457,Cash Out,,7750.76,Debit,,,
2022-04-14,123457,ACH Out,ABB,1432.55,Debit,,,
2022-04-14,123457,ACH In,Illinois Tool Works,5610.17,Credit,,,
2022-04-14,123457,Domestic Wire Out,ABB,682.15,Debit,,,
2022-04-14,123457,Cash Out,,7398.85,Debit,,,
2022-04-14,123457,ACH Out,ITT Inc.,8238.05,Debit,,,
2022-04-14,123457,ACH Out,Cummins,6185.54,Debit,,,
2022-04-14,123457,International Wire In,Cummins,6437.48,Credit,,India,Medium
2022-04-14,123457,Cash Out,,993.39,Debit,,,
2022-04-14,123457,ACH Out,Siemens,8117.89,Debit,,,
2022-04-14,123457,Internal Transfer In,,6181.61,Credit,,,
2022-04-14,123457,International Wire In,Honeywell,5687.28,Credit,,India,Medium
2022-04-14,123457,ACH In,ITT Inc.,6861.27,Credit,,,
2022-04-14,123457,Domestic Wire In,Danaher,1502.09,Credit,,,
2022-04-14,123457,ACH In,Deere & Company,6585.28,Credit,,,
2022-04-14,123457,Cash In,,9488.59,Credit,,,
2022-04-14,123457,Cash In,,9422.02,Credit,,,
2022-04-14,123457,Cash Out,,6259.02,Debit,,,
2022-04-14,123457,ACH In,Deere & Company,1222.16,Credit,,,
2022-04-14,123457,Domestic Wire In,Eaton,489.32,Credit,,,
2022-04-14,123457,Cash Out,,7067.11,Debit,,,
2022-04-15,123457,Internal Transfer In,,6640.41,Credit,,,
2022-04-15,123457,Domestic Wire In,Emerson Electric,1401.52,Credit,,,
2022-04-15,123457,International Wire Out,Danaher,7580.56,Credit,,China,Medium
2022-04-15,123457,ACH In,Siemens,8649.37,Credit,,,
2022-04-15,123457,ACH In,3M,2748.64,Credit,,,
2022-04-15,123457,International Wire In,Siemens,2187.7,Credit,,China,Low
2022-04-15,123457,Cash In,,7583.44,Credit,,,
2022-04-15,123457,Domestic Wire Out,Schneider Electric,8391.48,Debit,,,
2022-04-15,123457,International Wire In,Emerson Electric,5524.18,Credit,,USA,High
2022-04-15,123456,Internal Transfer Out,,6510.0,Credit,123457,,
2022-04-15,123457,International Wire In,Danaher,9572.79,Credit,,USA,High
2022-04-15,123457,ACH Out,Parker-Hannifin,1606.58,Debit,,,
2022-04-15,123457,ACH In,Deere & Company,9424.74,Credit,,,
2022-04-15,123457,Internal Transfer In,,1061.62,Credit,,,
2022-04-15,123457,Cash In,,8280.87,Credit,,,
2022-04-15,123457,International Wire In,3M,1821.87,Credit,,India,Low
2022-04-15,123457,Cash Out,,6556.86,Debit,,,
2022-04-15,123457,Domestic Wire Out,Honeywell,140.73,Debit,,,
2022-04-15,123457,Internal Transfer In,,4238.29,Credit,,,
2022-04-15,123457,Domestic Wire In,Xylem,1021.42,Credit,,,
2022-04-15,123457,ACH Out,Emerson Electric,5703.53,Debit,,,
2022-04-15,123457,Cash In,,4292.26,Credit,,,
2022-04-15,123457,ACH In,Ingersoll Rand,2983.49,Credit,,,
2022-04-15,123457,Domestic Wire Out,Cummins,7707.62,Debit,,,
2022-04-15,123457,ACH In,Cummins,8951.32,Credit,,,
2022-04-15,123457,ACH Out,Emerson Electric,9150.36,Debit,,,
2022-04-15,123457,ACH In,Siemens,6351.26,Credit,,,
2022-04-15,123457,Cash In,,4326.94,Credit,,,
2022-04-15,123457,Domestic Wire Out,Johnson Controls,8507.6,Debit,,,
2022-04-15,123456,Internal Transfer Out,,5731.17,Credit,123457,,
2022-04-15,123457,ACH In,Dover Corporation,106.0,Credit,,,
2022-04-15,123457,International Wire In,Caterpillar,360.08,Credit,,China,Medium
2022-04-15,123457,Cash In,,2942.35,Credit,,,
2022-04-15,123457,International Wire In,ITT Inc.,9108.84,Credit,,USA,Medium
2022-04-15,123457,ACH Out,Cummins,3031.73,Debit,,,
2022-04-15,123456,Internal Transfer Out,,2817.56,Credit,123457,,
2022-04-15,123457,International Wire In,Johnson Controls,6704.19,Credit,,India,Low
2022-04-15,123457,ACH Out,Emerson Electric,6461.18,Debit,,,
2022-04-15,123457,International Wire Out,Rockwell Automation,4458.3,Credit,,China,Medium
2022-04-15,123457,Internal Transfer In,,5834.32,Credit,,,
2022-04-15,123457,Cash Out,,3936.73,Debit,,,
2022-04-15,123457,Domestic Wire In,Emerson Electric,3716.5,Credit,,,
2022-04-15,123457,International Wire Out,Dover Corporation,3310.12,Credit,,India,Medium
2022-04-15,123457,ACH Out,Ingersoll Rand,8457.75,Debit,,,
2022-04-15,123456,Internal Transfer Out,,1447.29,Credit,123457,,
2022-04-15,123456,Internal Transfer Out,,8306.01,Credit,123457,,
2022-04-15,123457,International Wire Out,ABB,776.21,Credit,,China,Medium
2022-04-15,123457,International Wire In,Johnson Controls,810.9,Credit,,USA,Low
2022-04-15,123457,International Wire Out,3M,1707.65,Credit,,USA,Low
2022-04-15,123456,Internal Transfer Out,,8031.58,Credit,123457,,
2022-04-15,123457,Cash In,,9750.22,Credit,,,
2022-04-15,123457,Domestic Wire Out,Rockwell Automation,2872.88,Debit,,,
2022-04-15,123457,International Wire In,Cummins,6181.5,Credit,,USA,High
2022-04-15,123457,Cash In,,7539.91,Credit,,,
2022-04-15,123457,Cash In,,7821.67,Credit,,,
2022-04-15,123457,ACH In,Illinois Tool Works,517.03,Credit,,,
2022-04-15,123457,International Wire Out,Siemens,8431.79,Credit,,USA,Low
2022-04-15,123457,International Wire In,Cummins,1051.6,Credit,,China,High
2022-04-15,123457,Domestic Wire In,Parker-Hannifin,1423.76,Credit,,,
2022-04-15,123457,Cash In,,3497.54,Credit,,,
2022-04-15,123457,ACH In,General Electric,2108.76,Credit,,,
2022-04-15,123457,Domestic Wire In,Eaton,4495.1,Credit,,,
2022-04-15,123457,Cash Out,,791.77,Debit,,,
2022-04-15,123457,Domestic Wire In,Eaton,9568.05,Credit,,,
2022-04-15,123457,Cash In,,8311.82,Credit,,,
2022-04-15,123457,Internal Transfer In,,3189.15,Credit,,,
2022-04-15,123457,Domestic Wire In,Rockwell Automation,7144.5,Credit,,,
2022-04-15,123457,Domestic Wire Out,ITT Inc.,4999.79,Debit,,,
2022-04-15,123457,ACH In,Schneider Electric,7891.96,Credit,,,
2022-04-15,123457,International Wire In,Danaher,1617.91,Credit,,China,Medium
2022-04-15,123457,Domestic Wire In,Parker-Hannifin,476.53,Credit,,,
2022-04-15,123457,ACH Out,Caterpillar,949.87,Debit,,,
2022-04-15,123457,International Wire Out,Xylem,4616.27,Credit,,China,Low
2022-04-15,123457,ACH Out,ABB,9652.82,Debit,,,
2022-04-15,123457,Domestic Wire Out,Emerson Electric,7806.22,Debit,,,
2022-04-15,123456,Internal Transfer Out,,530.37,Credit,123457,,
2022-04-15,123457,Domestic Wire Out,Siemens,481.86,Debit,,,
2022-04-15,123457,ACH In,ITT Inc.,3038.28,Credit,,,
2022-04-15,123457,Internal Transfer In,,6546.8,Credit,,,
2022-04-15,123457,ACH Out,Caterpillar,9435.26,Debit,,,
2022-04-15,123456,Internal Transfer Out,,720.09,Credit,123457,,
2022-04-15,123457,ACH Out,Rockwell Automation,3465.4,Debit,,,
2022-04-15,123457,Domestic Wire Out,Schneider Electric,7247.48,Debit,,,
2022-04-15,123457,ACH Out,Deere & Company,1756.15,Debit,,,
2022-04-15,123457,International Wire Out,Schneider Electric,7137.38,Credit,,USA,Medium
2022-04-16,123457,Internal Transfer In,,4353.11,Credit,,,
2022-04-16,123457,Cash Out,,7304.77,Debit,,,
2022-04-16,123457,International Wire In,Deere & Company,4449.62,Credit,,USA,Low
2022-04-16,123457,Cash Out,,9651.17,Debit,,,
2022-04-16,123457,Domestic Wire Out,Deere & Company,5315.51,Debit,,,
2022-04-16,123457,International Wire In,Siemens,3391.17,Credit,,USA,Medium
2022-04-16,123457,International Wire In,Caterpillar,2039.16,Credit,,China,Low
2022-04-16,123457,Cash In,,1957.08,Credit,,,
2022-04-16,123457,Cash Out,,2210.68,Debit,,,
2022-04-16,123457,Internal Transfer In,,6142.07,Credit,,,
2022-04-16,123457,Domestic Wire In,Siemens,242.38,Credit,,,
2022-04-16,123457,International Wire In,Emerson Electric,1925.88,Credit,,India,Medium
2022-04-16,123457,ACH Out,Schneider Electric,6656.14,Debit,,,
2022-04-16,123457,International Wire In,Johnson Controls,4773.34,Credit,,USA,Low
2022-04-16,123457,Cash Out,,6538.65,Debit,,,
2022-04-16,123457,ACH In,ABB,466.14,Credit,,,
2022-04-16,123457,Domestic Wire In,Schneider Electric,1778.14,Credit,,,
2022-04-16,123457,ACH Out,Parker-Hannifin,6915.02,Debit,,,
2022-04-16,123457,International Wire In,Deere & Company,5754.52,Credit,,India,Medium
2022-04-16,123457,Cash Out,,9247.14,Debit,,,
2022-04-16,123457,Cash In,,8279.47,Credit,,,
2022-04-16,123457,ACH In,Xylem,5168.36,Credit,,,
2022-04-16,123457,Domestic Wire Out,Cummins,4998.89,Debit,,,
2022-04-16,123457,Cash Out,,4266.07,Debit,,,
2022-04-16,123457,International Wire In,Emerson Electric,6449.36,Credit,,India,High
2022-04-16,123457,ACH Out,Rockwell Automation,3988.82,Debit,,,
2022-04-16,123457,Cash In,,7174.32,Credit,,,
2022-04-16,123456,Internal Transfer Out,,9155.1,Credit,123457,,
2022-04-16,123457,International Wire Out,Rockwell Automation,3865.61,Credit,,India,High
2022-04-16,123457,International Wire In,Caterpillar,6780.33,Credit,,USA,Low
2022-04-16,123457,Cash Out,,8561.78,Debit,,,
2022-04-16,123457,Cash In,,7323.35,Credit,,,
2022-04-16,123457,ACH Out,Illinois Tool Works,2925.17,Debit,,,
2022-04-16,123457,Domestic Wire In,ITT Inc.,279.11,Credit,,,
2022-04-16,123457,International Wire In,Caterpillar,1104.09,Credit,,USA,High
2022-04-16,123456,Internal Transfer Out,,2728.2,Credit,123457,,
2022-04-16,123457,ACH In,ITT Inc.,9982.63,Credit,,,
2022-04-16,123457,Domestic Wire Out,Caterpillar,1867.22,Debit,,,
2022-04-16,123457,International Wire In,3M,4903.21,Credit,,India,Medium
2022-04-16,123457,Internal Transfer In,,3267.12,Credit,,,
2022-04-16,123457,Cash Out,,1355.1,Debit,,,
2022-04-16,123456,Internal Transfer Out,,1421.07,Credit,123457,,
2022-04-16,123457,ACH Out,Schneider Electric,2100.84,Debit,,,
2022-04-16,123457,ACH In,Danaher,2369.04,Credit,,,
2022-04-16,123457,ACH Out,3M,3896.55,Debit,,,
2022-04-16,123457,Internal Transfer In,,9207.57,Credit,,,
2022-04-16,123457,Cash In,,2727.06,Credit,,,
2022-04-16,123457,Domestic Wire Out,3M,5933.72,Debit,,,
2022-04-16,123457,International Wire Out,Emerson Electric,629.09,Credit,,China,High
2022-04-16,123457,Domestic Wire In,Rockwell Automation,734.34,Credit,,,
2022-04-16,123457,ACH In,Emerson Electric,2140.58,Credit,,,
2022-04-16,123457,International Wire Out,Danaher,9185.41,Credit,,USA,Low
2022-04-16,123457,International Wire Out,Eaton,1011.61,Credit,,China,Medium
2022-04-16,123457,Internal Transfer In,,4142.74,Credit,,,
2022-04-16,123457,Cash Out,,650.28,Debit,,,
2022-04-16,123457,ACH Out,Eaton,6093.37,Debit,,,
2022-04-16,123457,Domestic Wire In,General Electric,4113.6,Credit,,,
2022-04-16,123457,Domestic Wire In,Siemens,9091.28,Credit,,,
2022-04-16,123457,Cash Out,,701.12,Debit,,,
2022-04-16,123457,ACH Out,3M,6762.94,Debit,,,
2022-04-16,123456,Internal Transfer Out,,6117.57,Credit,123457,,
2022-04-16,123457,Domestic Wire In,Emerson Electric,4956.31,Credit,,,
2022-04-16,123457,Internal Transfer In,,3099.35,Credit,,,
